marker,chrom,pos
id6002234,6,2878272
id6002242,6,2880444
id6002245,6,2901075
id6002246,6,2901099
id6002253,6,2903636
id6002257,6,2905046
id6002261,6,2929917
id6002265,6,2954158
id6002267,6,2955077
id6002278,6,2970226
id6002282,6,2971690
id6002286,6,2973287
id6002291,6,2974242
id6002301,6,2977179
id6002309,6,2979027
id6002313,6,2980775
id6002320,6,2984679
id6002322,6,2987725
id6002328,6,2991002
id6002337,6,2994643
id6002360,6,3007508
id6002362,6,3008873
id6002369,6,3009864
id6002372,6,3037506
id6002376,6,3038013
id6002385,6,3040290
id6002389,6,3041569
id6002391,6,3041790
id6002396,6,3043469
id6002410,6,3057737
id6002417,6,3058952
id6002421,6,3059440
id6002428,6,3060659
id6002434,6,3061500
id6002447,6,3078075
id6002449,6,3078179
id6002459,6,3080741
fd13,6,3081327
id6002464,6,3081681
id6002487,6,3084502
id6002491,6,3084818
id6002494,6,3112731
id6002498,6,3114416
id6002500,6,3116394
id6002510,6,3132255
id6002512,6,3135355
id6002515,6,3136237
id6002518,6,3137056
id6002519,6,3137443
id6002522,6,3146338
id6002525,6,3147710
id6002535,6,3153731
id6002536,6,3159145
id6002538,6,3159355
id6002539,6,3160431
id6002541,6,3160591
id6002554,6,3166169
id6002555,6,3167069
id6002556,6,3196269
id6002561,6,3200185
id6002571,6,3216491
id6002580,6,3219323
id6002586,6,3233506
id6002596,6,3235560
id6002605,6,3239064
id6002610,6,3241974
id6002611,6,3243504
id6002613,6,3244706
id6002615,6,3246126
id6002619,6,3251062
id6002620,6,3251271
id6002622,6,3251812
id6002623,6,3251829
id6002645,6,3257345
id6002651,6,3275255
id6002655,6,3277996
id6002663,6,3278869
id6002669,6,3281413
id6002681,6,3287040
id6002683,6,3288081
id6002684,6,3288189
id6002685,6,3288240
id6002687,6,3288598
id6002690,6,3289852
id6002700,6,3312411
id6002701,6,3312612
id6002712,6,3319340
id6002713,6,3319644
id6002720,6,3321511
id6002721,6,3321625
id6002728,6,3323746
id6002729,6,3323979
id6002736,6,3326686
id6002738,6,3326862
id6002745,6,3330294
id6002750,6,3330720
id6002753,6,3332532
id6002767,6,3364148
id6002768,6,3364583
id6002778,6,3377594
id6002786,6,3381621
id6002787,6,3381993
id6002790,6,3383396
id6002792,6,3385137
id6002798,6,3408987
id6002799,6,3409433
id6002801,6,3411981
id6002804,6,3414296
id6002806,6,3425054
id6002807,6,3427237
id6002810,6,3427968
id6002812,6,3428554
id6002818,6,3430848
id6002841,6,3443303
id6002844,6,3443728
id6002845,6,3444222
id6002849,6,3446064
id6002855,6,3446847
id6002870,6,3456436
wd6000058,6,3489804
wd6000071,6,3514995
wd6000096,6,3564084
id6002872,6,3588455
id6002873,6,3589239
id6002874,6,3589970
id6002884,6,3597844
id6002885,6,3598148
id6002888,6,3599544
id6002892,6,3600736
id6002894,6,3601575
id6002904,6,3636360
id6002906,6,3637319
id6002910,6,3638340
id6002912,6,3638528
id6002915,6,3642012
id6002930,6,3648304
id6002933,6,3649076
ud6000132,6,3649715
ud6000134,6,3673584
id6002941,6,3682853
id6002942,6,3683170
id6002950,6,3689079
wd6000108,6,3699178
wd6000118,6,3720476
wd6000147,6,3758095
id6002956,6,3760736
id6002963,6,3766660
id6002982,6,3772940
id6003000,6,3792723
id6003004,6,3799485
wd6000151,6,3805445
wd6000165,6,3920020
id6003010,6,3925734
id6003011,6,3926134
id6003020,6,3941680
id6003027,6,3946649
ud6000141,6,3959748
id6003029,6,4003925
id6003037,6,4006212
id6003041,6,4009171
id6003050,6,4021326
id6003051,6,4027957
id6003055,6,4047757
id6003059,6,4048543
id6003071,6,4071546
id6003077,6,4074417
id6003079,6,4074896
id6003081,6,4076655
id6003088,6,4099183
id6003090,6,4099666
id6003092,6,4102008
id6003093,6,4138675
id6003098,6,4140190
id6003099,6,4141861
id6003103,6,4143389
id6003108,6,4162814
id6003109,6,4162872
id6003115,6,4168458
id6003122,6,4177028
id6003124,6,4205057
id6003133,6,4208608
id6003135,6,4211403
id6003136,6,4211684
id6003138,6,4211911
id6003140,6,4212705
id6003144,6,4229210
id6003145,6,4229437
id6003147,6,4230228
id6003160,6,4263592
id6003161,6,4264700
id6003162,6,4316386
id6003163,6,4316665
id6003170,6,4317102
id6003175,6,4317675
id6003178,6,4320958
ud6000163,6,4343683
ud6000166,6,4365761
id6003216,6,4367290
id6003218,6,4367518
id6003229,6,4369515
id6003234,6,4370045
id6003237,6,4371259
id6003248,6,4394690
id6003257,6,4416044
id6003258,6,4421255
id6003261,6,4421855
wd6000197,6,4430305
id6003270,6,4497030
id6003273,6,4497766
wd6000221,6,4498357
id6003279,6,4563344
id6003284,6,4584396
id6003292,6,4592262
id6003294,6,4593816
id6003295,6,4594042
id6003296,6,4594446
id6003299,6,4612802
id6003300,6,4612943
id6003317,6,4621542
id6003318,6,4629104
id6003322,6,4636191
id6003324,6,4636854
ud6000186,6,4665218
id6003327,6,4665603
id6003328,6,4665853
id6003332,6,4666813
id6003335,6,4667573
id6003336,6,4667699
id6003337,6,4668951
id6003338,6,4669870
id6003339,6,4670157
id6003341,6,4672298
id6003342,6,4672660
wd6000289,6,4683858
wd6000312,6,4729378
id6003345,6,4731073
id6003347,6,4731973
id6003348,6,4732080
id6003349,6,4732170
id6003350,6,4732501
id6003352,6,4733861
id6003354,6,4735102
id6003355,6,4736069
id6003357,6,4736178
id6003358,6,4737343
id6003359,6,4738041
id6003362,6,4750347
id6003372,6,4756458
id6003373,6,4756949
id6003376,6,4757770
id6003378,6,4794999
id6003381,6,4846082
id6003382,6,4846485
id6003384,6,4848136
id6003387,6,4852073
id6003390,6,4862048
id6003394,6,4865346
id6003397,6,4867446
id6003402,6,4869557
id6003403,6,4869776
id6003408,6,4891297
id6003411,6,4892409
id6003412,6,4893560
id6003413,6,4894906
id6003417,6,4925767
id6003420,6,4926215
id6003422,6,4929359
id6003426,6,4930639
id6003427,6,4932363
wd6000320,6,4967550
id6003446,6,5013646
id6003447,6,5013784
id6003451,6,5017434
id6003457,6,5030127
id6003459,6,5031131
id6003461,6,5033363
id6003462,6,5035026
id6003463,6,5035086
ud6000201,6,5055367
id6003474,6,5058807
ud6000215,6,5136044
id6003489,6,5140290
ud6000218,6,5180723
id6003491,6,5180741
id6003492,6,5181055
id6003498,6,5186013
id6003502,6,5212800
id6003503,6,5216901
ud6000224,6,5241871
ud6000229,6,5294570
id6003511,6,5295675
ud6000233,6,5295818
ud6000239,6,5351422
id6003512,6,5362137
id6003515,6,5366000
id6003518,6,5370623
id6003520,6,5394868
id6003523,6,5397397
id6003530,6,5416700
id6003533,6,5421326
id6003539,6,5446824
id6003543,6,5452310
id6003545,6,5503333
id6003549,6,5525983
id6003550,6,5527781
id6003551,6,5527838
id6003555,6,5531393
id6003556,6,5531643
id6003560,6,5555688
id6003562,6,5555917
id6003563,6,5556039
id6003566,6,5556686
id6003574,6,5560612
id6003575,6,5560880
id6003583,6,5573575
id6003584,6,5574208
id6003587,6,5576627
id6003591,6,5578212
id6003594,6,5579640
ud6000253,6,5602049
id6003599,6,5628925
id6003606,6,5631653
id6003607,6,5631697
id6003625,6,5664132
id6003627,6,5664649
id6003631,6,5673921
id6003635,6,5675275
id6003649,6,5680680
id6003654,6,5701927
id6003658,6,5703137
id6003663,6,5704409
id6003680,6,5709016
ud6000268,6,5776793
id6003690,6,5776939
id6003691,6,5808377
id6003693,6,5812414
id6003694,6,5812463
id6003696,6,5838395
id6003697,6,5840465
id6003705,6,5844574
id6003712,6,5866871
id6003720,6,5869824
id6003727,6,5871158
id6003731,6,5871541
id6003742,6,5873708
id6003749,6,5877616
id6003762,6,5917747
id6003774,6,5923241
id6003796,6,5936999
id6003803,6,5937844
id6003810,6,5940495
id6003812,6,5976978
id6003820,6,5980658
id6003821,6,5981176
id6003822,6,5981676
id6003824,6,5983811
id6003829,6,5994007
id6003830,6,5999258
id6003847,6,6093246
id6003850,6,6094395
id6003853,6,6095132
id6003855,6,6095635
id6003867,6,6101053
id6003868,6,6101113
id6003874,6,6101927
ud6000288,6,6148930
id6003878,6,6149706
id6003886,6,6151444
id6003901,6,6176014
id6003902,6,6176042
id6003912,6,6180370
id6003915,6,6182517
id6003916,6,6182771
id6003918,6,6182902
id6003921,6,6183122
id6003923,6,6183243
id6003924,6,6204275
id6003928,6,6206278
id6003932,6,6227244
id6003934,6,6227856
id6003947,6,6228690
id6003948,6,6229732
id6003950,6,6230204
id6003954,6,6231161
id6003961,6,6232117
id6003963,6,6232283
id6003966,6,6243482
id6003968,6,6244692
id6003982,6,6248126
id6003988,6,6249040
id6003992,6,6249213
id6003994,6,6250257
id6004005,6,6279684
id6004006,6,6279781
id6004008,6,6281178
id6004012,6,6281944
id6004020,6,6284476
id6004026,6,6295236
id6004027,6,6299413
id6004028,6,6299987
id6004029,6,6300049
id6004033,6,6300683
id6004034,6,6301123
ud6000293,6,6302470
id6004035,6,6355139
id6004038,6,6398723
id6004046,6,6400218
id6004048,6,6401174
id6004051,6,6403849
id6004055,6,6405067
id6004061,6,6418404
id6004078,6,6424461
id6004087,6,6445859
id6004089,6,6447717
id6004094,6,6449687
id6004097,6,6450663
id6004098,6,6450785
id6004101,6,6454125
id6004104,6,6454554
id6004108,6,6455661
id6004112,6,6457991
id6004118,6,6461735
id6004121,6,6462327
id6004127,6,6463160
id6004140,6,6479072
id6004146,6,6480845
id6004157,6,6483157
id6004170,6,6486509
id6004180,6,6513922
id6004182,6,6514021
id6004189,6,6518890
id6004190,6,6518963
id6004191,6,6519276
id6004193,6,6520919
id6004194,6,6521145
id6004195,6,6521561
id6004196,6,6568710
id6004197,6,6572391
id6004211,6,6595944
id6004212,6,6596457
id6004216,6,6599402
id6004221,6,6601428
id6004225,6,6602195
ud6000315,6,6602235
ud6000319,6,6630395
id6004228,6,6630947
id6004235,6,6635956
id6004236,6,6637026
id6004240,6,6676229
id6004253,6,6685250
id6004272,6,6694994
id6004276,6,6696531
id6004277,6,6696665
id6004278,6,6697467
id6004286,6,6714762
id6004292,6,6719726
id6004306,6,6724842
id6004308,6,6725404
id6004317,6,6732352
id6004327,6,6752537
id6004343,6,6761727
id6004344,6,6789367
id6004348,6,6791103
id6004356,6,6792957
id6004365,6,6824009
id6004369,6,6826226
id6004375,6,6830308
id6004376,6,6830751
id6004377,6,6830816
id6004378,6,6831155
id6004379,6,6863274
id6004385,6,6866019
id6004389,6,6868145
id6004396,6,6892949
id6004397,6,6893501
id6004405,6,6895149
id6004419,6,6897540
id6004421,6,6897665
id6004428,6,6929229
id6004429,6,6929711
id6004435,6,6930266
id6004439,6,6931731
id6004440,6,6932104
id6004445,6,6935918
id6004446,6,6936160
id6004451,6,6965231
id6004455,6,6967257
id6004457,6,6967797
id6004459,6,6969682
id6004463,6,6980190
id6004467,6,6985672
id6004469,6,6986804
id6004481,6,7002214
id6004484,6,7003243
id6004486,6,7003338
id6004493,6,7005131
id6004500,6,7018949
id6004516,6,7042278
id6004531,6,7045860
id6004546,6,7051408
id6004548,6,7052478
id6004552,6,7054056
id6004562,6,7096348
id6004563,6,7096652
id6004564,6,7097190
id6004566,6,7097608
id6004573,6,7102273
id6004574,6,7102346
id6004576,6,7102839
id6004579,6,7104145
id6004581,6,7104450
id6004605,6,7134710
id6004615,6,7155296
id6004633,6,7161920
id6004644,6,7191874
id6004645,6,7192123
id6004647,6,7192459
id6004650,6,7193360
id6004656,6,7194039
id6004657,6,7194419
id6004660,6,7231979
id6004661,6,7262747
wd6000332,6,7279276
id6004663,6,7339619
ud6000367,6,7368959
id6004669,6,7397736
id6004677,6,7398575
id6004689,6,7401625
id6004708,6,7418079
id6004713,6,7420017
id6004730,6,7424741
id6004734,6,7425569
id6004735,6,7425675
id6004753,6,7459112
id6004755,6,7459452
id6004764,6,7474672
id6004773,6,7478669
id6004787,6,7495193
id6004795,6,7497716
id6004800,6,7499054
id6004823,6,7564062
id6004825,6,7564288
id6004826,6,7564469
id6004827,6,7564914
id6004831,6,7565481
id6004834,6,7576919
id6004835,6,7577706
id6004838,6,7579384
id6004840,6,7581618
id6004843,6,7581972
id6004849,6,7582652
id6004850,6,7582729
id6004852,6,7582883
id6004853,6,7582905
id6004856,6,7583107
id6004865,6,7613651
id6004867,6,7614335
id6004879,6,7663887
id6004880,6,7663954
id6004889,6,7669860
id6004898,6,7699100
id6004901,6,7701618
id6004904,6,7702606
id6004915,6,7735948
id6004918,6,7737428
id6004921,6,7802714
id6004926,6,7804470
id6004937,6,7806426
id6004941,6,7807064
id6004945,6,7807895
id6004946,6,7808667
id6004950,6,7835229
id6004952,6,7837495
id6004955,6,7840016
id6004956,6,7840836
id6004957,6,7841654
id6004962,6,7843363
id6004963,6,7843525
id6004967,6,7845632
id6004968,6,7845713
id6004969,6,7847453
id6004970,6,7847808
id6004973,6,7851100
id6004975,6,7916777
id6004976,6,7917504
id6004977,6,7917869
id6004979,6,7919069
id6004981,6,7920571
id6004982,6,7920612
id6004984,6,7921962
id6004986,6,7923637
id6004987,6,7923685
id6004993,6,7955480
id6005000,6,7980869
id6005006,6,7981536
ud6000403,6,8008727
id6005063,6,8011451
id6005071,6,8012092
id6005074,6,8013034
id6005085,6,8032469
id6005092,6,8033602
id6005096,6,8035358
id6005099,6,8036335
id6005106,6,8038168
id6005122,6,8052690
id6005132,6,8055071
id6005134,6,8055536
id6005141,6,8056543
id6005152,6,8057467
id6005157,6,8057661
id6005162,6,8058069
id6005184,6,8059745
id6005190,6,8060300
id6005192,6,8060371
id6005213,6,8061631
id6005217,6,8062604
id6005244,6,8067989
id6005251,6,8087240
id6005265,6,8093540
id6005269,6,8096292
id6005271,6,8126688
id6005284,6,8135560
id6005297,6,8158528
id6005299,6,8159157
id6005300,6,8160978
id6005301,6,8161975
id6005302,6,8162030
id6005303,6,8162186
id6005306,6,8179791
id6005309,6,8180085
id6005313,6,8181775
id6005315,6,8182044
id6005318,6,8183433
id6005320,6,8184620
id6005322,6,8185001
id6005323,6,8185033
id6005324,6,8185892
id6005326,6,8186912
id6005327,6,8187298
id6005330,6,8234981
id6005332,6,8235803
id6005333,6,8236531
id6005337,6,8237980
id6005343,6,8239487
id6005344,6,8241721
id6005346,6,8242320
id6005347,6,8242347
id6005348,6,8242379
id6005350,6,8243695
id6005352,6,8243883
id6005361,6,8276573
id6005374,6,8304117
id6005398,6,8315772
id6005401,6,8316795
id6005402,6,8317786
id6005406,6,8320091
id6005414,6,8322076
id6005415,6,8354358
id6005419,6,8355781
id6005424,6,8357396
id6005425,6,8357615
id6005428,6,8358538
id6005439,6,8360996
id6005440,6,8361555
id6005446,6,8363543
id6005447,6,8406496
id6005448,6,8406785
id6005465,6,8411519
id6005466,6,8412235
id6005475,6,8414186
id6005477,6,8414420
id6005480,6,8511844
id6005490,6,8515989
id6005492,6,8567849
id6005498,6,8570251
id6005499,6,8573490
id6005500,6,8573577
id6005507,6,8593488
id6005509,6,8593802
ud6000415,6,8598950
ud6000416,6,8631378
id6005521,6,8631647
id6005523,6,8656622
id6005556,6,8700211
id6005563,6,8701012
id6005570,6,8702791
id6005576,6,8704775
id6005591,6,8720846
id6005597,6,8721978
id6005607,6,8725684
id6005608,6,8725792
id6005622,6,8741369
id6005640,6,8760852
id6005643,6,8761891
id6005649,6,8763585
id6005650,6,8763643
id6005654,6,8819132
id6005656,6,8822355
id6005660,6,8823343
id6005661,6,8823428
id6005662,6,8823630
id6005665,6,8824471
wd6000380,6,8837116
wd6000411,6,8871246
id6005672,6,8877335
id6005673,6,8877354
id6005676,6,8878980
id6005678,6,8880650
id6005695,6,8891671
id6005702,6,8893150
id6005703,6,8893606
id6005721,6,8898243
id6005726,6,8898932
id6005729,6,8899674
wd6000421,6,8932398
id6005732,6,8973492
id6005733,6,8973734
id6005735,6,8974177
id6005747,6,8976134
id6005757,6,8976973
id6005758,6,8977001
id6005760,6,8977079
id6005761,6,8977258
id6005779,6,8979465
id6005782,6,8979598
id6005806,6,9031390
wd6000477,6,9123484
wd6000482,6,9147000
id6005809,6,9147484
id6005814,6,9203899
ud6000430,6,9254745
id6005828,6,9267434
id6005832,6,9268788
id6005861,6,9273101
id6005863,6,9273263
id6005864,6,9273624
ud6000435,6,9289790
id6005881,6,9316441
id6005882,6,9316811
id6005887,6,9319206
id6005890,6,9320123
id6005894,6,9321594
id6005905,6,9332281
id6005915,6,9332697
id6005920,6,9333118
id6005941,6,9339901
id6005963,6,9353534
id6005996,6,9362972
id6006005,6,9366336
id6006031,6,9370687
ud6000446,6,9374625
id6006058,6,9421046
id6006066,6,9494920
id6006083,6,9529974
id6006088,6,9530411
id6006089,6,9530655
id6006091,6,9531374
wd6000527,6,9552185
wd6000562,6,9572355
wd6000573,6,9604741
id6006097,6,9649408
id6006118,6,9651785
id6006123,6,9652192
id6006125,6,9652883
id6006130,6,9653374
id6006131,6,9653399
id6006143,6,9683044
id6006146,6,9683473
id6006147,6,9683815
id6006153,6,9684568
id6006155,6,9685166
id6006158,6,9685471
id6006160,6,9685535
id6006175,6,9688821
id6006187,6,9829624
id6006189,6,9829806
id6006190,6,9830024
id6006196,6,9831035
id6006207,6,9833697
id6006208,6,9833847
id6006212,6,9834592
id6006214,6,9835382
id6006216,6,9836353
id6006224,6,9861404
wd6000616,6,9862208
wd6000645,6,9914344
id6006227,6,9931739
ud6000461,6,10000715
id6006235,6,10008316
id6006237,6,10009057
id6006239,6,10009894
id6006246,6,10012203
id6006249,6,10012901
id6006250,6,10012973
id6006256,6,10014027
id6006263,6,10015404
id6006268,6,10016072
wd6000689,6,10030598
wd6000699,6,10073979
id6006269,6,10083976
id6006270,6,10083994
id6006273,6,10084550
id6006279,6,10086358
id6006283,6,10089310
id6006284,6,10089487
id6006288,6,10090472
id6006290,6,10090822
id6006292,6,10120994
id6006299,6,10123326
id6006302,6,10126574
id6006307,6,10141272
id6006317,6,10145104
id6006323,6,10147130
id6006325,6,10179786
id6006336,6,10183311
id6006338,6,10184609
id6006340,6,10187539
wd6000715,6,10211521
wd6000736,6,10282460
ud6000471,6,10340950
id6006352,6,10341741
id6006361,6,10343795
id6006363,6,10344106
id6006372,6,10346667
id6006373,6,10346686
id6006383,6,10351576
id6006389,6,10354365
id6006393,6,10354745
id6006397,6,10355182
id6006398,6,10356140
id6006400,6,10357801
id6006407,6,10375227
id6006416,6,10381181
id6006418,6,10381301
id6006419,6,10381419
id6006423,6,10381968
id6006424,6,10382132
id6006427,6,10382499
id6006434,6,10384720
id6006439,6,10389717
id6006441,6,10391580
id6006444,6,10392083
id6006452,6,10414474
id6006458,6,10446195
id6006470,6,10448953
id6006474,6,10449770
id6006485,6,10451583
id6006493,6,10452388
wd6000761,6,10471943
id6006537,6,10550728
id6006538,6,10550846
id6006539,6,10551610
id6006541,6,10552135
wd6000787,6,10556314
id6006542,6,10587441
id6006561,6,10592601
id6006583,6,10596595
id6006585,6,10642421
id6006591,6,10687993
id6006599,6,10688656
id6006615,6,10690906
id6006620,6,10691701
id6006625,6,10692034
id6006638,6,10713111
id6006644,6,10727517
id6006646,6,10728796
id6006647,6,10730036
id6006650,6,10730382
id6006652,6,10731448
id6006654,6,10737328
id6006666,6,10739976
id6006668,6,10741086
id6006670,6,10742177
id6006671,6,10742707
id6006686,6,10759934
id6006689,6,10761129
id6006690,6,10780798
id6006697,6,10783341
id6006705,6,10806908
id6006710,6,10808022
id6006715,6,10812891
id6006716,6,10812942
id6006719,6,10814015
id6006725,6,10846189
id6006726,6,10848018
id6006735,6,10873653
id6006738,6,10877566
id6006739,6,10877774
id6006742,6,10910976
id6006746,6,10911840
id6006747,6,10912857
id6006753,6,10918145
id6006754,6,10918243
id6006755,6,10918435
id6006798,6,10956945
id6006800,6,10957052
id6006801,6,10957465
id6006806,6,10959629
id6006808,6,10959905
id6006812,6,10961757
id6006814,6,10962163
id6006816,6,10962674
id6006819,6,10964887
id6006821,6,10975591
id6006838,6,11010416
id6006858,6,11013681
id6006861,6,11013833
id6006865,6,11013975
id6006868,6,11014079
id6006894,6,11016249
id6006898,6,11017056
id6006918,6,11019914
id6006919,6,11020282
id6006922,6,11022206
id6006937,6,11044829
id6006951,6,11072885
id6006952,6,11073161
id6006959,6,11076980
id6006963,6,11086686
id6006974,6,11091703
id6006985,6,11093357
id6007011,6,11101266
id6007014,6,11101434
id6007016,6,11101574
id6007019,6,11104110
wd6000808,6,11106570
id6007022,6,11164048
id6007027,6,11166005
id6007033,6,11166988
ud6000506,6,11197482
id6007050,6,11199634
id6007058,6,11203281
id6007071,6,11216568
id6007080,6,11218476
id6007085,6,11222324
id6007086,6,11222845
id6007110,6,11231040
id6007111,6,11231107
id6007112,6,11231140
id6007120,6,11269832
id6007122,6,11280600
id6007134,6,11282365
id6007148,6,11283919
id6007149,6,11284168
id6007151,6,11285064
id6007156,6,11286474
id6007166,6,11288779
id6007187,6,11330731
id6007198,6,11332426
id6007211,6,11334702
id6007212,6,11373301
id6007220,6,11376611
wd6000840,6,11402449
wd6000845,6,11464070
id6007226,6,11482623
id6007240,6,11488873
id6007245,6,11518129
id6007251,6,11524277
ud6000512,6,11540298
id6007254,6,11554575
id6007256,6,11557026
id6007260,6,11617179
id6007266,6,11618509
id6007277,6,11621758
id6007280,6,11622868
id6007293,6,11651771
id6007297,6,11670464
id6007302,6,11671145
id6007306,6,11674373
id6007307,6,11674917
id6007309,6,11676545
id6007312,6,11691014
id6007313,6,11691602
id6007315,6,11692532
id6007321,6,11694674
id6007326,6,11695871
id6007329,6,11696343
id6007335,6,11698672
id6007344,6,11720730
id6007346,6,11721032
id6007347,6,11723777
id6007349,6,11724768
id6007353,6,11734843
id6007366,6,11841578
id6007368,6,11841949
id6007378,6,11888472
id6007379,6,11888751
id6007386,6,11891148
id6007391,6,11891626
id6007395,6,11891876
wd6000878,6,11926989
id6007404,6,11972171
id6007408,6,11973580
id6007411,6,11976151
id6007415,6,11977298
id6007423,6,11978627
id6007425,6,11979033
id6007429,6,11979651
id6007445,6,12049784
id6007457,6,12054757
id6007464,6,12057147
ud6000539,6,12067053
wd6000917,6,12082679
wd6000936,6,12115673
id6007492,6,12189727
id6007495,6,12190075
id6007500,6,12190682
id6007501,6,12190731
id6007504,6,12191100
id6007505,6,12191127
id6007511,6,12191366
wd6000947,6,12199738
wd6000978,6,12251901
id6007522,6,12255513
id6007532,6,12262099
id6007537,6,12322192
id6007538,6,12322278
id6007539,6,12322330
id6007545,6,12348398
id6007550,6,12350052
id6007558,6,12351013
id6007560,6,12352278
wd6001009,6,12414519
id6007574,6,12426516
id6007582,6,12428572
id6007596,6,12432439
id6007607,6,12433804
id6007608,6,12433918
id6007612,6,12434550
id6007620,6,12438660
id6007621,6,12438676
id6007627,6,12440711
id6007631,6,12441642
id6007652,6,12458578
id6007653,6,12458634
wd6001025,6,12537234
wd6001045,6,12569736
ud6000562,6,12604128
id6007662,6,12652890
id6007685,6,12692562
wd6001049,6,12699598
wd6001060,6,12725629
id6007710,6,12761567
id6007719,6,12764741
id6007721,6,12764954
id6007723,6,12795997
id6007725,6,12798114
id6007727,6,12799535
id6007748,6,12826447
id6007752,6,12827693
id6007754,6,12862155
id6007757,6,12862751
id6007758,6,12862916
id6007777,6,12869868
id6007778,6,12870144
wd6001124,6,12910140
id6007779,6,12927915
id6007787,6,12928829
id6007789,6,12929030
id6007803,6,12936442
id6007805,6,12945994
id6007810,6,12946291
id6007827,6,12947732
id6007829,6,12950900
ud6000572,6,12972848
id6007852,6,12998864
id6007855,6,12999350
id6007859,6,13000088
id6007872,6,13003784
id6007875,6,13006028
id6007878,6,13006666
id6007881,6,13006960
id6007883,6,13097078
id6007888,6,13099915
id6007890,6,13100841
id6007891,6,13101365
id6007893,6,13102012
id6007899,6,13142743
id6007900,6,13143215
id6007905,6,13145011
id6007906,6,13145369
id6007910,6,13145519
id6007912,6,13145586
id6007918,6,13180501
id6007927,6,13185823
id6007931,6,13186838
id6007932,6,13244048
id6007938,6,13245559
id6007951,6,13248602
id6007954,6,13248709
id6007955,6,13248945
id6007956,6,13249129
id6007957,6,13249203
id6007969,6,13302045
id6007975,6,13303417
id6007976,6,13303546
wd6001168,6,13332081
id6007978,6,13364606
id6007985,6,13406810
id6007987,6,13407401
id6008004,6,13433033
id6008015,6,13434653
id6008019,6,13434980
id6008020,6,13435046
id6008024,6,13435562
id6008043,6,13441309
id6008044,6,13441333
id6008045,6,13441382
id6008047,6,13441631
id6008051,6,13459122
id6008067,6,13461528
id6008092,6,13484445
id6008098,6,13486344
ud6000581,6,13519497
id6008100,6,13521965
ud6000585,6,13522324
ud6000586,6,13555883
id6008106,6,13582586
id6008114,6,13584104
id6008118,6,13584907
id6008120,6,13585885
id6008142,6,13604165
id6008171,6,13629641
id6008189,6,13644061
id6008191,6,13672666
id6008193,6,13673333
id6008197,6,13675361
id6008204,6,13676251
id6008210,6,13679360
id6008213,6,13692232
id6008219,6,13694814
id6008239,6,13723277
id6008242,6,13724365
id6008245,6,13725228
id6008273,6,13765579
id6008274,6,13765911
id6008275,6,13766377
id6008290,6,13798340
id6008302,6,13801905
id6008308,6,13806137
id6008317,6,13835800
id6008329,6,13841555
id6008330,6,13841922
ud6000599,6,13944851
id6008336,6,13945158
id6008337,6,13945327
id6008338,6,13945495
id6008348,6,13948753
id6008349,6,13949364
id6008350,6,13983330
id6008351,6,13983388
id6008352,6,13983488
id6008391,6,14003792
id6008401,6,14005305
id6008405,6,14005976
id6008406,6,14006104
id6008413,6,14008324
id6008415,6,14009001
id6008426,6,14010867
wd6001228,6,14022293
id6008427,6,14064044
id6008429,6,14064124
id6008430,6,14064404
id6008431,6,14064523
id6008434,6,14065111
id6008439,6,14067326
id6008444,6,14068841
id6008453,6,14073439
id6008454,6,14123212
id6008480,6,14150947
id6008481,6,14151270
id6008486,6,14152430
id6008514,6,14183672
id6008520,6,14185268
id6008533,6,14188662
id6008539,6,14189474
id6008540,6,14189492
id6008546,6,14225091
id6008554,6,14226216
id6008558,6,14226993
id6008567,6,14265003
id6008570,6,14266875
id6008573,6,14269091
id6008575,6,14269472
id6008584,6,14272822
id6008588,6,14273107
id6008593,6,14297760
id6008594,6,14297798
id6008597,6,14298288
id6008601,6,14298612
id6008626,6,14303625
id6008658,6,14347414
id6008661,6,14386582
id6008662,6,14386612
id6008664,6,14387157
id6008672,6,14389806
id6008674,6,14389851
id6008675,6,14389867
id6008683,6,14440368
id6008687,6,14440720
id6008688,6,14440909
id6008695,6,14443303
id6008702,6,14503746
id6008703,6,14503837
id6008704,6,14503993
id6008706,6,14504154
id6008718,6,14526093
id6008728,6,14529337
id6008730,6,14529650
id6008731,6,14529693
id6008736,6,14530587
id6008745,6,14531952
id6008746,6,14575631
id6008752,6,14603712
id6008753,6,14603810
id6008762,6,14607224
id6008763,6,14656196
id6008775,6,14660284
id6008778,6,14661199
wd6001408,6,14751499
wd6001424,6,14774717
id6008808,6,14865671
id6008810,6,14865819
id6008813,6,14866448
id6008818,6,14871138
wd6001602,6,14912222
id6008828,6,14935380
id6008843,6,14936820
id6008846,6,14937110
id6008848,6,14937499
id6008855,6,14938244
id6008856,6,14938271
id6008857,6,14938335
id6008858,6,14972859
wd6001654,6,14993689
id6008871,6,15037459
id6008881,6,15038772
wd6001753,6,15109048
id6008904,6,15150595
id6008905,6,15150840
id6008917,6,15152240
id6008931,6,15183817
id6008932,6,15183852
id6008933,6,15184250
id6008939,6,15187868
id6008941,6,15188078
id6008945,6,15190002
id6008946,6,15190031
wd6001794,6,15214256
wd6001862,6,15271750
wd6001924,6,15299547
id6008952,6,15305472
id6008957,6,15308236
id6008958,6,15308329
id6008960,6,15327089
id6008967,6,15331076
id6008970,6,15357185
id6008972,6,15357575
id6008973,6,15357705
id6008974,6,15357788
id6008982,6,15359409
id6008983,6,15359874
id6008985,6,15360602
